stars,title,body,date,version
4,"","daridra broker",2026-04-27,17.94.1
1,"","Not reliable for regular traders. It lags in the peak time and you can loss you huge money in the minutes. In my personal experience I was trying to close the trade or trying to convert it into delivery on 3:10 PM but due to error in the app I was not able to either close or extend it and has exit on its own not recommend at all.",2026-04-27,18.6.1
1,"","cash withdrawal issues manegement intentionally stuck the withdrawal after waiting period.very bad experience several times for money withdrawal",2026-04-27,Unknown
2,"","abhi last update ke baad se app me hanging problem bhut aaari hai kabi charts atak jaare kabi orders atak jaare and if possible pls add tg and sl on chart like dhan will be very helpful",2026-04-27,18.5.0
2,"","grow is unable to modify my sell price, resulted rs. 39000 loss.",2026-04-27,18.7.1
1,"","again today I am Unable to buy or sell share ,and I have loss ammount",2026-04-27,18.7.1
5,"","too good too fast & fully secure",2026-04-27,Unknown
2,"","at the moment when i sell my option primium groww suddenly can't work wht i do",2026-04-27,18.7.1
1,"","sometimes app does work when it's important to make a trade",2026-04-27,18.7.1
1,"","Bad when you need it server down make you money loss😡😡",2026-04-27,Unknown
2,"","this app hang Not smooth 😢",2026-04-27,18.7.1
1,"","most pathetic app.",2026-04-27,18.7.1
1,"","Never ever do F&O trading in Groww.",2026-04-27,18.6.1
3,"","good",2026-04-27,18.7.1
1,"","very poor",2026-04-27,18.7.1
1,"","i am not able to see my holding! solve this issue ASAP!",2026-04-27,18.7.1
1,"","maximum time app servers does not work.",2026-04-27,18.7.1
1,"","always lagged too much during peak hours",2026-04-27,18.7.1
1,"","App crashed. Error:Failed to load data. Unable to see or do anything just before market close.",2026-04-27,Unknown
1,"","glitch",2026-04-27,15.50
1,"","added money today but app shows no funds !!!!",2026-04-27,18.7.1
3,"","sometimes i am getting something went wrong (Data fetching minious into an error) on screen.",2026-04-27,17.59
1,"","very lacing problem",2026-04-27,18.8.1
5,"","Good",2026-04-27,18.7.1
1,"","all ways wrong ad",2026-04-27,Unknown
1,"","I was using groww from past maybe 2 year ... but now I am going to delete it. they are taking too much charges maybe this app is good for investing not for trading at all",2026-04-27,18.7.1
5,"","good",2026-04-27,18.7.1
1,"","since 3 Year I am unable to use biometric, multiple attempts done by uninstalling and reinstalling app.",2026-04-27,18.8.1
5,"","it it very good app",2026-04-27,Unknown
5,"","good app",2026-04-27,Unknown
4,"","There is no SWP option in this groww app(mobile App) that's why I gave 4 stars rating only. We want SWP option in this app for more investing in mutual funds. Which App has SWP option for mutual funds that is the good. Dear groww App team members Please insert SWP option for investing in mutual funds.",2026-04-27,18.7.1
1,"","very bad 😞 If you buy one for 100 taka, 4 taka is deducted as a charge.And while selling it, they are deducting another 30 rupees. Do not download.",2026-04-27,Unknown
3,"","Market Goes Up But The price Go Down for call side this is Glitch ? or Application issue please solve it .",2026-04-27,16.79
1,"","Be careful, their calculations are wrong on the balance. Not sure whether they are doing this intentionally to lure money. Then, their customer support. Create a ticket, in 1 hour they will close the ticket just giving some random reply.",2026-04-27,18.7.1
5,"","app interface is very good stock research is also good best ui need some accuracy in changes",2026-04-27,18.7.1
1,"","don't use groww , mtf system is very bad , amounts, credits and bedits regarding mtf is not showing properly don't use this app for mtf",2026-04-27,Unknown
5,"","👍🏻🙂",2026-04-27,Unknown
1,"","frod aap",2026-04-27,18.7.1
2,"","Dark pattern - showed me ""activate F&O "" interstitial with the options pre selected, just after opening the app. Usually in its place, there is some informative banner that you're just accustomed to dismissing at a click. Did not expect this from Groww.",2026-04-27,18.7.1
5,"","veree nice🤩🤩",2026-04-27,Unknown
1,"","very bad",2026-04-26,Unknown
1,"","Who is doing your PR 😂 ...... 10-12 apps she has and she is asking for grow spell lolz .... so annoying. In total we need F&O, Stocks, SIP, Funds, NFO approx 6-7 types of investment then how can you justify 10-12apps in numbers. The ad really sucks. & They investors who really can't memories application name 😂 are not eligible for investing. Your Adds really sucks. Please show some useful and +tive short infos.",2026-04-26,Unknown
4,"","Top notch.",2026-04-26,18.7.1
4,"","very good app for shares marketing",2026-04-26,18.6.1
4,"","everything is very nice",2026-04-26,Unknown
5,"","nice",2026-04-26,18.7.1
5,"","nicccccccce",2026-04-26,18.7.1
4,"","i like to short my stock in the basis of industry so that i can easily buy and sell the stock based on the news regarding the industry (like power sector sock catagory,automobile etc )",2026-04-26,18.7.1
5,"","good, but brokerage fee increased for equity stocks.",2026-04-26,18.7.1
5,"","nice app",2026-04-26,Unknown
5,"","ok",2026-04-26,18.7.1
1,"","not understand",2026-04-26,Unknown
4,"","best",2026-04-26,18.4.3
1,"","lost my old mobile phone unable to login and not even able change the number so jumped to kite!!",2026-04-25,17.23
1,"","ekadam bakwas hai",2026-04-25,17.95.2
1,"","all expense ratios are incorrect on Groww. that's not acceptable. For ex, TrustMF Midcap or TrustMF small cap is mentioned 2%, in reality it's 0.45%.",2026-04-25,Unknown
1,"","Various drawings gets deleted after a day. So analysis drawings has to be drawn again. Also Daily closing Candle of Index showing different value after market is closed though Index Value shows actual closing price at Home Page. Your technical team needs to work on it or else you are going to lose customers.",2026-04-25,18.7.1
5,"","👍",2026-04-25,Unknown
5,"","best",2026-04-25,Unknown
3,"","app badiya hai mera account hai. magar sab kuch chat se, email se baat hoti hai. koi mobile ya land line se baat nahi karta.",2026-04-25,18.7.1
5,"","good",2026-04-25,18.7.1
5,"","he phadhu aap hai🤯🤯",2026-04-25,Unknown
1,"","waste and worthless app",2026-04-25,18.6.1
5,"","The best sip planner helped me plan five different life goals,",2026-04-25,Unknown
5,"","sutiya hai app",2026-04-25,Unknown
1,"","Is app ko koi bhi download mat kro Jo aapke grow acc mai paise rehte hai ye lootkhor unhe tax kr tor pr kaat te hai...🤬",2026-04-25,18.7.1
4,"","⛔RSI removed in new updates but over all experience is Good👌 service on top catagory. really best in all available application options in market💐",2026-04-25,18.7.1
5,"","very good for everything",2026-04-25,Unknown
5,"","very good",2026-04-25,18.7.1
2,"","😔 bad",2026-04-25,18.5.0
5,"","Dil se Like",2026-04-25,18.8.1
5,"","🥺🥰🥰",2026-04-25,18.7.1
5,"","very good",2026-04-25,Unknown
1,"","Why does mutual fund redemption process take 6 days",2026-04-25,18.7.1
5,"","good",2026-04-25,Unknown
1,"","You guys should give an option for instant withdrawal You are asking me to return the money I withdrew yesterday after just four days.",2026-04-25,Unknown
3,"","I cannot see the holdings tab values for the last couple of days and the issue is still not resolved yet . Am I the one facing this issue or everyone ? UI wise app looks good and easy to track. kindly address the above issue",2026-04-25,18.7.1
4,"","its so help",2026-04-25,18.7.1
5,"","this app was super 👌 begin trader",2026-04-25,18.7.1
5,"","good",2026-04-25,18.7.1
4,"","nice one but 👍",2026-04-25,18.7.1
1,"","Never use this application if you face any problem then customer care not support properly and they delay to take call if this call disconnected they do not call back to you. And their charge is high from other plate from. So don't use grow application for trading.",2026-04-25,18.7.1
2,"","bad experience",2026-04-25,Unknown
4,"","good",2026-04-25,18.7.1
1,"","refund amount should be given to any bank account of original holder ....remove cheque book photo copy proof option",2026-04-25,18.7.1
5,"","Good plateform",2026-04-25,18.7.1
5,"","good",2026-04-24,18.7.1
5,"","Use this app since 2021...... best app for beginners....UI is user friendly",2026-04-24,18.7.1
1,"","too much brokerage charges...I have given 2 lack in brokerage charges on FNO",2026-04-24,18.4.3
1,"","dirty platform",2026-04-24,Unknown
4,"","nice",2026-04-24,16.77
5,"","very nice",2026-04-24,18.7.1
5,"","best",2026-04-24,18.7.1
5,"","super app",2026-04-24,Unknown
1,"","worst app,even a simple functionality of transfer of funds are not working through net banking using your linked account.",2026-04-24,18.7.1
1,"","very bad app i was playing candy crush then this ad came this literally is waste of time wasted my 17 min very unsatisfied with this app",2026-04-24,Unknown
2,"","sl trail jumping not awailable its big poor condition then other app. please give this function hidden charge is very high with gst.realy grow charge 150 rupies per order and sl and tg process when we change sl then sl will not hit same point. and comodity not awailable",2026-04-24,18.8.1
5,"","good",2026-04-24,18.7.1
5,"","good",2026-04-24,18.7.1
5,"","nice work",2026-04-24,17.87
1,"","जब से स्टॉक को watchlist में add किए हैं तब से वह कितने पर्सेंट up या down है। ये फीचर फिर से शुरू करें। 😞😞😞😞😞😞😞😞😞😞",2026-04-24,18.7.1
1,"","bakwas",2026-04-24,Unknown
1,"","This App is fek and Extra Charge",2026-04-24,Unknown
1,"","real time not",2026-04-24,Unknown
1,"","Customer support is very pathetic even in 2026. So I'll be honest and give 1 rating for the weak customer help which matters the most. The team lacks a lot of knowledge and they don't know even the basics of MF and Stocks.",2026-04-24,18.7.1
1,"","bad",2026-04-24,Unknown
1,"","beech market me app stop working...it's loading it's more than 15min",2026-04-24,18.7.1
1,"","New update is so pathetic Mobile terminal view got downgraded and cant use the Tools to analyse",2026-04-24,18.7.1
1,"","Groww app started putting my mutual fund investments in full demat folio without my permission, I didn't choose any demat folio, I wasn't given the option to choose through notification, very bad app, is this groww app owner of all investors?",2026-04-24,18.7.1
1,"","what's this App for? i never see's a profit from the past three months!!",2026-04-24,18.7.1
5,"","okay 👍",2026-04-24,18.6.1
5,"","good 👍😊",2026-04-24,Unknown
5,"","veru useful this app",2026-04-24,18.7.1
1,"","Aap scervis working Castumer saport not good very puar scervis Payment issue not resolved May complain But no any action not good service not good work pese kha gye h bina puche bank me transfer kr kre h or bolte guidline h ase kisi k pese bina kisi permission k ap kese bank me transfer kr re ho gatiya service h grow application ki",2026-04-24,18.7.1
2,"","this broker is hiding some data .It is not transparent .The transaction is not showing all something hiding the credit. And after release the trade the profit also did not show that much profit and which time will adding didn't show. Now I experience myself this broker is hiding transaction data so that we didn't know whether the profit credit or not credit after release the trade.",2026-04-24,18.7.1
5,"","good",2026-04-24,18.7.1
1,"","not nice",2026-04-24,18.6.1
5,"","please don't use this , policy is for profit, customer is money, uninstall this app now",2026-04-24,Unknown
1,"","सबसे घटिया ट्रेडिंग एप मेरे को यह लगा क्योंकि इसमें टिफिन एक्टिवेट करने के लिए कुछ चार्ज लेता है मैं 5000 इन्वेस्ट करे थे और उसके टिफिन के एक्टिवेट करने के लिए 3506 रुपए काट दिएइसने",2026-04-24,Unknown
1,"","I receive notifications from Groww, but there is no option in the app to view all notifications in one place. Once the notification panel is cleared, all notifications are gone and cannot be accessed again. I request that you provide a feature in the app to view daily notifications or notification history",2026-04-24,18.7.1
5,"","febulous",2026-04-24,18.7.1
1,"","The whole app has been ruined, after the April day by day changes, Today's High Low & 52 weeks High Low showing same, Sensex/Nifty Index Expiry are not shown, under any similar stock category, something else stocks are shown & why the market depth has been moved upward, why ?",2026-04-24,18.7.1
1,"","it's showing wrong 52 weeks high and low. it is same as day high and day low. it's the major issue in the app.",2026-04-24,18.7.1
2,"","This app charges more brokerage",2026-04-24,18.7.1
5,"","easy to use",2026-04-24,18.7.1
5,"","good",2026-04-24,Unknown
2,"","The tradingview chart from groww app is not working. And also it is not properly showing the 52 weeks high and low.. Too much bugs and glitches. Probably have to shift to another broker",2026-04-24,18.7.1
5,"","add more important indicators CPR indicatore and achored vwap with bands and ORB",2026-04-24,18.7.1
5,"","nic",2026-04-24,18.7.1
5,"","grow account open kyu nhi ho rha hai",2026-04-24,18.7.1
5,"","this is nice and beautiful app 😍😍💘😍💘😍😍💘😍😍😍😍",2026-04-24,18.7.1
5,"","Best app",2026-04-24,Unknown
4,"","good",2026-04-24,18.7.1
1,"","In the holdings section, total shares, invested amount, total P&L in percentage, and day’s P&L in percentage should be shown, just like in Zerodha Kite. This essential information should be visible on a single screen, not after tapping or using filters. This is necessary to take appropriate action to exit from positions. Without this data, trading in Groww is not convenient.",2026-04-24,18.7.1
2,"","not sopt",2026-04-24,18.0.0
5,"","good",2026-04-24,Unknown
5,"","good",2026-04-23,18.6.1
2,"","chat pe sclaper mode le aoo aur sl aur tp ke liye drag and drop jese improvement karo chat pe ek hi screen pe multichat jesa karo jese sahi app pe hai okk",2026-04-23,18.7.1
1,"","MANUPULATION AND Froud",2026-04-23,18.7.1
1,"","order box start with 0 .0 .insted this the presnt price to be ther .",2026-04-23,18.7.1
5,"","best app for investment",2026-04-23,Unknown
5,"","nice app",2026-04-23,18.7.1
5,"","good groww",2026-04-23,18.7.1
1,"","worst app",2026-04-23,Unknown
5,"","excellent",2026-04-23,18.7.0
4,"","nice",2026-04-23,18.7.1
5,"","please brokrage 10 rs kar do taki me groww app me trading kar saku",2026-04-23,18.7.1
5,"","Great",2026-04-23,18.7.1
5,"","good luck",2026-04-23,18.7.1
5,"","good",2026-04-23,18.7.1
5,"","V good 👍",2026-04-23,18.7.1
5,"","nice app 👌",2026-04-23,18.7.1
4,"","bast experience and smooth run",2026-04-23,18.7.1
5,"","hi,first of all I want to say thank u because this apps changed me a lot",2026-04-23,18.7.1
1,"","If we pledge our shares once and later unpledge them, we are being charged twice — once for pledging and once for unpledging. That itself is understandable, but the problem is that I have been charged multiple times even though I performed this action only once. After pledging and unpledging my shares one time, I did not perform any further pledge or unpledge transactions. However, I am still being charged repeatedly.",2026-04-23,18.7.1
1,"","it's very bad application 😕 extra charge much higher I hate this application",2026-04-23,18.7.1
5,"","nice app",2026-04-23,Unknown
3,"","I wants to delete my account before approx 6 months and try 2-3 times but groww management may be poor in this.",2026-04-23,18.6.1
5,"","best app",2026-04-23,Unknown
5,"","good",2026-04-23,18.7.1
1,"","worst application and customer care. Do not use at all.They do not solve your queries copy paste random answers and close the chat before asking for user confirmation. Please avoid the application and try using some other app for investment.",2026-04-23,18.7.1
1,"","It activated my F&O using a trick, I accidentally clicked on a button",2026-04-23,18.7.1
4,"","best pofemnc",2026-04-23,18.7.1
2,"","bahut baar sell order execute nahin hote jiske baje se loss hogya mera . trash app",2026-04-23,18.1.1
4,"","Thanks for working on my feedback 🤗 updated april23 April 2026 the basket button is slow in response, I have to press it multiple time to turn is on off... make it more responsive pls",2026-04-23,18.7.1
1,"","Data ke sath play krte hain data bech ke big money ko ya khud manipulation krte hai , i have experience with tata elxsi full manipulation krte hain ye dont use it",2026-04-23,18.7.1
1,"","bad",2026-04-23,Unknown
1,"","repeated ads. is headache. pl. stop this ad in my mobile. please stop this ad",2026-04-23,Unknown
5,"","excellent for all time 💯",2026-04-23,18.7.1
4,"","nice app",2026-04-23,Unknown
5,"","thank",2026-04-23,18.7.1
1,"","Not good for customers , good for manipulation with hni",2026-04-23,18.7.1
5,"","good",2026-04-23,18.7.1
5,"","super",2026-04-23,18.7.1
5,"","best app",2026-04-23,18.7.1
1,"","baad",2026-04-23,18.7.1
1,"","faltu h😡😡😡😡😡😡😡😡😡😡",2026-04-23,16.53
4,"","easy an effective platform",2026-04-23,18.7.1
5,"","Nice app Groww stock app",2026-04-23,18.7.1
4,"","after recent updates issue in some stocks for 52 weeks highs and lows and full chart issue",2026-04-23,18.7.1
5,"","good work and easy work 💯",2026-04-23,18.7.1
5,"","friendly use interface",2026-04-23,18.7.1
5,"","Best and easiest platform for investment.",2026-04-23,18.7.1
5,"","Good 👍🏻",2026-04-23,18.7.1
5,"","best investment trading app",2026-04-22,Unknown
1,"","bro pls solve my problem ive login from wrong which is mine but upi is not available on that number now your asking 50 rs it doesnt make sence please make change in it",2026-04-22,Unknown
5,"","very good",2026-04-22,18.7.1
1,"","bad aap",2026-04-22,16.45
4,"","aapka app achcha hai par char me direct buy aur sell aur sl aur target lagane ka option dijiye",2026-04-22,18.7.1
1,"","labde ke bal",2026-04-22,Unknown
1,"","don't use this money West app groww nahi hoga.",2026-04-22,17.64
5,"","nice app",2026-04-22,Unknown
5,"","best app",2026-04-22,Unknown
5,"","very good very good apps",2026-04-22,18.4.3
1,"","Every single time it says PAN and BANK name missmatch literally i just have Name like shripada mg in bank and adhar and in pan it's compulsory name like malali Ganapathi shripada it include father name but it's rejecting because of my name",2026-04-22,18.7.1
1,"","Sometimes the wrong calculation is displayed, at closing time some other value was shown and at the end of days calculation changed to less value.",2026-04-22,Unknown
5,"","Please add daily P/L dashboard on monthly calender.",2026-04-22,Unknown
5,"","Best app",2026-04-22,Unknown
5,"","jaberdast plateform",2026-04-22,18.7.1
1,"","New use this app fully fraud and unwanted brokerage charge was to to to high like today I took 3 MTF trade and then totally I have to paid 1700 approximately which is totally unwanted I uninstall this app and also deleted my demat from this site .",2026-04-22,18.5.0
2,"","auto save is not working drawings are not getting saved very disgusting. and sync is not working properly between web and mobile Today itself open account and same day closing or otherwise fix it",2026-04-22,18.7.1
5,"","Good for trading share market",2026-04-22,18.7.1
1,"","application is giving live data compare to other apps it is lagging too much please look into it",2026-04-22,18.7.1
5,"","very good and easy to trade. best customer support.❤️",2026-04-22,18.7.1
5,"","I have been using the Grow app for about three and a half years.It would be good if you added some more new features. Such as a trailing stop loss. Scalping mode of F And O stock",2026-04-22,18.7.1
5,"","super",2026-04-22,18.7.1
5,"","best",2026-04-22,18.7.1
1,"","I couldnt even set a pswd even after following the instructions and suggestion they provided... so if anybody failing to set a pswd kindly switch to another app instead of hanging here (and you know how valuable our time in trading)",2026-04-22,Unknown
5,"","good",2026-04-22,18.7.1
1,"","bakwas app hai",2026-04-22,18.7.1
1,"","never use this grow app, external charge is too much high",2026-04-22,18.5.0
1,"","when ever I sell showing different value it's being 3 time in a single day.. I got losses due to it",2026-04-22,18.7.1
5,"","Superb",2026-04-22,18.0.0
5,"","good",2026-04-22,17.31
1,"","too much pricing switching to another operator. maket order also they are tkaing price 118 too much for everything. link you adhar 118 lol 😆",2026-04-22,18.7.1
1,"","even after trying to sell my shares for about 5 times applyng the tpin and otp its showing error which is frustrating.Where even 1 second matter here i am trying for about 5 minutes.This is the first time i am facing this issue befire it wasent like this.i dont know whats wrong with this app.",2026-04-22,18.7.1
1,"","supar",2026-04-22,18.6.1
1,"","lagging during Indraday trade many times",2026-04-22,18.7.1
5,"","excellent",2026-04-22,18.4.3
1,"","very bad",2026-04-22,18.7.1
5,"","good",2026-04-22,18.7.1
1,"","why this app need daily update I'm not satisfied with this thing",2026-04-22,18.7.1
5,"","very good ji groww app",2026-04-22,18.7.1
4,"","good",2026-04-22,18.7.1
3,"","SWP missing, STP not allowed SWP option has been missing for a long time now on the app. When are you planning to bring it.? And why is STP not allowed for SoA funds now? You started as the flexible platform for investing. By trying to lock down investors or forcing them to use Demat MF will just lead negativity and bad taste.",2026-04-22,18.7.1
1,"","good",2026-04-22,18.7.1
5,"","good 😊",2026-04-22,18.7.1
5,"","good app",2026-04-22,18.7.1
5,"","nice application",2026-04-22,17.97.1
5,"","groww is best app for trading, investment and mutual fund",2026-04-21,18.7.1
4,"","easy to use and understand UI DESIGN, FAST & RELIABLE",2026-04-21,18.7.1
4,"","good",2026-04-21,Unknown
1,"","I have not created my account some issue but what the issue not tell me grow app 😡😡",2026-04-21,18.7.1
5,"","good",2026-04-21,18.7.1
1,"","mujhe lagta hai lot lagane ke bad grow apne aap hi kam karta h target ka pata hone per bi use kam price per chodne per he badhta h",2026-04-21,Unknown
1,"","rubbish",2026-04-21,Unknown
5,"","very happy",2026-04-21,18.5.0
3,"","Grow should recommendation option in Stock and F&O",2026-04-21,18.7.1
1,"","Worst app, feels cheating to customer. Extra charges, why T+1 share immediately show in demat holding and allowed as normal delivery sell with auto converting to intraday? also btst too shows as normal delivery. It's showing wrong details to customer and charging unfair",2026-04-21,18.7.1
5,"","good 👍💯",2026-04-21,18.7.1
5,"","super",2026-04-21,18.7.1
1,"","facing an issue with groww watchlist App shows limit of 100 items, but I am getting the error ""you can only add 100 items"" Even when I try to add more than 10 stocks. This looks like a bug. Please fix this issue as soon as possible. Unable to use watchlist properly. kindly check and resolve because of this issue,I am not able to use the app properly and it's disgusting my overall experience during trading. and I am losing money when discussing app.",2026-04-21,Unknown
5,"","smooth and easy to use",2026-04-21,18.7.1
5,"","good",2026-04-21,18.7.1
5,"","good saving",2026-04-21,18.7.1
5,"","Awesome 😎 For BUILDING WEALTH THROUGH DISCIPLINE & SMART INVESTING.....",2026-04-21,18.7.0
4,"","Very easy-to-use trading app with a clean interface. Great for beginners and long-term investors. Smooth account opening and good overall experience",2026-04-21,18.7.1
4,"","very smooth to use",2026-04-21,18.7.1
5,"","good",2026-04-21,18.7.1
5,"","good",2026-04-21,18.7.1
5,"","yah bahut achcha hai per trading karne ke liye",2026-04-21,18.6.1
5,"","MY LOVELY GROWW OFFICIAL OPTION MY BETTER PLATFORM INDIA'S 1RANK INDIAN🪄💝",2026-04-21,18.7.1
5,"","very good performance 👍🏻",2026-04-21,Unknown
5,"","very good",2026-04-21,18.6.1
5,"","best",2026-04-21,18.7.1
5,"","Croww app is very good services to investors",2026-04-21,18.5.0
2,"","They are increased their brokarage chargesand it's not good",2026-04-21,18.7.1
5,"","very good app.. it's useful",2026-04-21,18.7.1
5,"","very very good",2026-04-21,18.5.0
2,"","app is lagging most of time. not able to place the trade properly.",2026-04-21,18.7.1
1,"","brokerage charge are high..",2026-04-21,18.7.1
5,"","👍👍👍",2026-04-21,18.7.1
1,"","okay",2026-04-21,17.87
1,"","it lag alot cant se price movement, candle formation even i updated still same issue iam facing",2026-04-21,18.7.1
5,"","best",2026-04-21,18.7.1
5,"","can get better .",2026-04-21,18.2.1
5,"","Easy to Invest",2026-04-21,18.4.3
5,"","exllent",2026-04-21,18.6.1
5,"","nice 📲📲 app",2026-04-21,18.7.1
5,"","nice choice",2026-04-21,18.7.1
5,"","crazy app",2026-04-21,18.6.1
5,"","best app ,interface is very easy to understand ,no unwanted data",2026-04-21,18.7.1
5,"","great",2026-04-21,18.7.1
5,"","nice app work all india No- 1",2026-04-21,Unknown
5,"","good app",2026-04-21,18.7.1
1,"","1. After new update no expiry is written - when it is there - earlier it was written that today its expiry day . 2. index and sensex is now so small its look very bad . 3. when some news comes for particular stocks then that stocks must get one symbol like bell so that one know and open the news about that stock ... now i again again have to look for news section of every stock for any update. so kinldy do the change as soon as possible. ??? nothing is done for the same .",2026-04-21,18.7.1
1,"","flop",2026-04-21,Unknown
1,"","don't use this app booohoth jada brokerage ka pese letha he ek din ka 2k. 3k brokarage jarahahe profit sirf 0 me bi koi use math karna is app ko",2026-04-21,18.7.1
5,"","it's good",2026-04-21,18.7.1
4,"","dear team, please develop position widget, so we can track it from mobile home screen.",2026-04-21,18.7.1
5,"","good",2026-04-21,18.6.1
5,"","super",2026-04-21,18.7.1
5,"","very good",2026-04-21,18.7.1
4,"","user interface awesome",2026-04-21,18.7.1
5,"","good",2026-04-21,18.7.1
5,"","good 💯 percent sahi hai",2026-04-21,18.7.1
1,"","worst work stoploss doesn't work on this app also very glitches happened. switching to another broker. now groww is scamming on points it's very bad.",2026-04-21,18.7.1
1,"","New update is bakwaas... Back to back update",2026-04-21,18.7.1
5,"","Excellent",2026-04-21,18.7.1
5,"","Very user friendly experience",2026-04-21,18.7.1
4,"","ok",2026-04-21,18.7.1
1,"","worst application to trade at",2026-04-21,18.7.1
5,"","awesome app and perfect design for new generation",2026-04-21,18.7.1
5,"","good",2026-04-21,18.7.1
1,"","now grow is totally froud",2026-04-21,Unknown
5,"","good app",2026-04-21,18.7.1
5,"","very useful",2026-04-21,18.7.1
5,"","best paltfom investment. 👌👌",2026-04-21,18.4.1
5,"","very good excellent",2026-04-21,18.7.1
4,"","good",2026-04-21,18.5.0
5,"","Best savings for future",2026-04-21,18.4.3
5,"","easy and user-friendly app.",2026-04-21,18.7.1
5,"","great 👍",2026-04-21,18.7.1
5,"","very nice",2026-04-21,18.7.0
5,"","it's good",2026-04-21,18.7.1
5,"","thank you very much",2026-04-21,18.7.1
5,"","easy to handle",2026-04-21,18.7.1
5,"","best",2026-04-21,18.6.1
4,"","good",2026-04-21,18.7.1
4,"","nice",2026-04-21,18.7.1
4,"","very Trusted App",2026-04-21,18.6.1
5,"","esye to use",2026-04-21,Unknown
5,"","best plateform",2026-04-21,17.91.1
5,"","good",2026-04-21,18.7.1
1,"","brokerage high",2026-04-21,18.7.1
1,"","bad",2026-04-21,Unknown
5,"","trust app",2026-04-21,18.7.1
5,"","my dream stocks market trending Groww apps",2026-04-21,18.7.1
5,"","SBSE BEST APP LEKIN BROKERAGE SBSE HIGH BHI HAI...MTF ME...",2026-04-21,18.7.1
5,"","not a bad",2026-04-21,18.7.1
5,"","thik hi",2026-04-21,18.7.1
1,"","Brokerage fees comparatively high",2026-04-21,Unknown
5,"","good",2026-04-21,18.4.3
5,"","super",2026-04-21,18.7.1
5,"","very losees but succes",2026-04-21,18.7.1
5,"","good sIp setting not visible",2026-04-21,18.7.1
1,"","വളരെ വൃത്തികെട്ട app നമ്മൾ കഷ്ടപ്പെട്ട് ഉണ്ടാകുന്ന ഫ്രോഫിറ്റ് ഫുൾ അവർ തിന്നും... എന്റെ ബാലൻസിൽ ഇപ്പോൾ ഒരു 3000 രൂപ കുറവ് ഉണ്ട്.. അതിനെക്കുറിച്ചു ചോദിച്ചു നോക്കീട്ട് ഒരു Ai എന്തോ പുലമ്പുന്നു... അല്ലാതെ ഒരു കാര്യവും ഇല്ല",2026-04-21,18.7.1
5,"","good app",2026-04-21,18.7.1
5,"","good",2026-04-21,18.6.1
2,"","it's brokerage charge is high even they advertised 0 % delivery charge but actually thay taken charge when you buy delivery stock and sell , even they say there charge call is 5 to 20 by grow charge but when you sell your delivery stocks they charge more then it, and other charge not included that tax and gov. charge is also add it's and your pfrofit is many time none if you investment little money",2026-04-20,18.7.1
3,"","good👍",2026-04-20,Unknown
5,"","best effortlessly experience",2026-04-20,18.7.1
5,"","good",2026-04-20,18.7.1
1,"","worst of the worst experience..not recommended.. Specially on Expiry day",2026-04-20,18.7.1
5,"","very good working",2026-04-20,18.7.1
5,"","Excellent",2026-04-20,18.7.1
1,"","super",2026-04-20,18.7.1
5,"","Ok",2026-04-20,18.7.1
5,"","nice",2026-04-20,Unknown
5,"","best best best best best platform in the world 🌎🔥💯🥰♥️♥️♥️♥️",2026-04-20,18.7.1
5,"","good",2026-04-20,18.7.1
5,"","this is so beautiful aap 😊😊😊😊😊😊",2026-04-20,18.6.1
4,"","good",2026-04-20,18.7.0
5,"","Best Platform",2026-04-20,18.7.1
5,"","very good app for investing.",2026-04-20,18.6.1
5,"","Bahut acha app hai 😊 use karne ke liye simple hai or koi hiden charges bhi nahi hai 👌",2026-04-20,18.6.1
4,"","good 👍",2026-04-20,18.7.1
5,"","good👍",2026-04-20,17.55
5,"","Good App",2026-04-20,18.7.1
1,"","worst app don't install this because if you call customer care the minimum wait time they say 5min but it takes 30min wait time still they won't connect customer care instead they cut the call and again same procedure, I think grow don't have customer care service if at all may be 01 or 02 person are handling this sevice so my request to you people please don't install this useless app. I rate 0 star ⭐ out of 10.",2026-04-20,Unknown
1,"","I lost my money",2026-04-20,18.7.1
5,"","great 👍🏻",2026-04-20,18.7.1
5,"","Very convenient astrology consultation anytime *",2026-04-20,18.7.1
5,"","v.v good 👍🏻",2026-04-20,18.7.1
5,"","bahut badhiya app lawab app mere ko achcha Laga Tum sabhi log download karo 🥰🥰",2026-04-20,Unknown
5,"","naic Good",2026-04-20,18.7.1
5,"","so good",2026-04-20,18.7.1
1,"","this app is worst app I have ever installed . sell order auto-cancels every time it took me 6 to 7 days to sell . if you are in profit then sell order will not be executed and if you are in debt ( loss ) it will be executed instantly brokrage charges and GST are also high you can not make profit from this app atleast . Nill reply from customer service",2026-04-20,Unknown
5,"","very useful especially for beginners",2026-04-20,18.6.1
5,"","good",2026-04-20,18.7.1
4,"","too much fees is cut",2026-04-20,18.7.1
5,"","good company",2026-04-20,18.7.1
5,"","Good experience",2026-04-20,18.7.1
5,"","good",2026-04-20,18.7.1
4,"","good 👍",2026-04-20,18.6.1
4,"","ok",2026-04-20,18.7.1
5,"","⭐⭐⭐⭐",2026-04-20,18.7.1
5,"","very user-friendly UI and easy to sell/buy . it will be helpful for for new person who wants to open a trading account",2026-04-20,18.7.1
4,"","good",2026-04-20,18.7.1
5,"","good",2026-04-20,18.7.1
5,"","nice app",2026-04-20,18.7.1
1,"","very poor service",2026-04-20,18.7.1
