stars,title,body,date,version
5,"","good",2026-02-24,18.3.1
5,"","good app",2026-02-24,18.1.1
5,"","nice",2026-02-24,18.3.1
5,"","superb",2026-02-24,Unknown
5,"","goog",2026-02-24,18.3.1
5,"","All good 👍",2026-02-24,18.3.1
5,"","it's amezing platform for trading",2026-02-24,18.3.1
5,"","good 👍",2026-02-24,18.3.1
5,"","good",2026-02-24,18.3.1
5,"","Awesome",2026-02-24,18.3.1
5,"","best app",2026-02-24,18.3.1
5,"","good",2026-02-24,18.3.1
1,"","2 days plus amount and 3rd day total loss , waste app , I loss 2lakh nearly, plz don't play ,save your time and money",2026-02-24,18.2.1
5,"","very good app",2026-02-24,18.3.1
5,"","good",2026-02-24,18.3.1
5,"","excellent",2026-02-24,18.3.1
5,"","good",2026-02-24,18.3.1
5,"","good",2026-02-24,18.3.1
5,"","nice",2026-02-24,18.1.1
3,"","ok",2026-02-24,18.1.1
5,"","Ashutosh thanks for guidance and prompt service. resolved my query thanks a lot",2026-02-24,18.3.1
5,"","jabrdast",2026-02-24,18.3.1
5,"","nice groww.",2026-02-24,18.3.1
5,"","nice app",2026-02-24,18.3.1
5,"","good app, all market and mutual fund at on place",2026-02-24,18.3.1
5,"","Very Good 👍",2026-02-24,18.3.1
5,"","nice app",2026-02-24,18.2.1
5,"","nice",2026-02-24,18.3.1
5,"","its change my life",2026-02-24,18.3.1
2,"","bad coustomer care service",2026-02-24,18.4.0
5,"","it's a very good 👍 apps",2026-02-24,18.3.1
2,"","very high brokerage and stop loss triling is not available",2026-02-24,18.3.1
5,"","Nice app but build for beginners",2026-02-24,18.3.1
3,"","Hi Myself Deepika Pandit I am facing issue while creating account. There is this last step that says proceed to eSign no matter how many times I clicked on it tge only response that I hot was try again later . I am stucked in that page for past 2 days . I also deleted the app and re-download it but no progress. I don't know what to do now . I hope that you go through this issue of mine and help me to resolve it . Thank you",2026-02-24,18.3.1
5,"","very good",2026-02-24,18.2.1
2,"","I hate You Groww Apke Pehele ke Application Ka Interface Bhot Acha Tha But 2026 Ke Interface Kafi Cheep Or Wahiyat Hai Trade Karne ko Maan He nhi Karta 😒😔",2026-02-24,18.2.1
5,"","its very good app",2026-02-24,18.4.0
5,"","very good app",2026-02-24,18.3.1
1,"","unable to verify. OTP not sent.",2026-02-24,18.3.1
5,"","loved it",2026-02-24,18.3.1
1,"","Always making it too late for withdrawal. When it's an emergency we are unable to draw that amount. Fix it soon",2026-02-24,18.1.1
5,"","good 💯",2026-02-24,18.3.1
5,"","x hand cc tnsn dhyan",2026-02-24,18.3.1
5,"","good",2026-02-24,18.3.1
5,"","nice service best app in the trading",2026-02-24,18.3.1
5,"","good",2026-02-24,18.3.1
5,"","Nice app",2026-02-24,18.2.1
5,"","very good",2026-02-24,18.3.1
2,"","nice apps highest brokage don't download this app",2026-02-24,18.3.1
5,"","app is Slow performence Cart Open Is Slow",2026-02-24,18.3.1
5,"","Excellent quality and performance based.",2026-02-24,18.3.1
5,"","Superb",2026-02-24,18.3.1
5,"","Nice",2026-02-24,18.3.1
1,"","bad quality experience",2026-02-24,18.3.1
5,"","good",2026-02-24,18.1.1
5,"","easy to use",2026-02-24,18.2.1
5,"","Great App... for now that is.",2026-02-24,18.3.1
5,"","very good",2026-02-24,17.64
5,"","khtarnak",2026-02-24,18.3.1
5,"","good aap",2026-02-24,18.3.1
5,"","Good 👍",2026-02-24,18.1.1
5,"","I Like interface which make me fun has a beginner 😅",2026-02-24,18.3.1
5,"","very nice 👍",2026-02-24,18.3.1
2,"","ok",2026-02-24,18.3.1
5,"","excellent",2026-02-24,18.2.1
5,"","best app",2026-02-24,Unknown
5,"","good",2026-02-24,18.4.0
5,"","nice",2026-02-24,18.3.1
5,"","Super easy to use. I just hope it is there for the long run..",2026-02-24,18.3.1
5,"","nice😝",2026-02-24,18.3.1
2,"","all time market low",2026-02-24,Unknown
4,"","All the basic features are useful. The one thing I miss is the custom portfolio split for mutual funds similar to stocks. I want to categorise and see how my funds are performing. If this is added then it's a wholesome package. This would allow me to bring all my funds into groww and use this as my only investment app.",2026-02-24,18.4.0
5,"","Quite friendly and easily accessible.",2026-02-24,18.3.1
4,"","user friendly",2026-02-24,18.3.1
5,"","Good",2026-02-24,18.3.1
5,"","good",2026-02-24,18.1.1
5,"","Easy",2026-02-24,18.2.1
5,"","good",2026-02-24,18.3.1
5,"","very good",2026-02-24,18.3.1
5,"","good",2026-02-24,18.3.1
5,"","that's ok but",2026-02-24,18.1.1
5,"","good 👍",2026-02-24,18.3.1
5,"","👍",2026-02-24,18.3.1
5,"","very good application",2026-02-23,18.3.1
5,"","excellent App",2026-02-23,18.4.0
5,"","User-friendly interface.",2026-02-23,17.99.1
1,"","Don't download this app ,, it is charging very high amount than any other apps on Play Store . I am using it from a long time but I noticed now when I used kotak security app which is the best to trade , investment and intraday . Plz friends don't use it otherwise you will make rich to this app only not yourself,, kitna v profit kr lena 50% se jada charge grow le lega ,, isliye zerodha pr kro investment Krna h to. thank you 🙏",2026-02-23,18.3.1
5,"","User Friendly For New Investors But some stools need to add",2026-02-23,Unknown
1,"","brokerage is very high",2026-02-23,Unknown
4,"","user Friendly very Nice",2026-02-23,17.92.3
5,"","simple and real",2026-02-23,18.4.0
5,"","nice",2026-02-23,18.4.0
5,"","good",2026-02-23,18.1.1
5,"","very good app I enjoyed service",2026-02-23,18.3.1
1,"","This is fake , I will not say much but the service and security of show remains as per other applications. i want to rate -1🙂",2026-02-23,18.3.1
5,"","very good 👍",2026-02-23,18.3.1
5,"","amazing",2026-02-23,18.3.1
1,"","customer care service is also very very poor, ivr talking 15 minutes, never contact on call with customer care",2026-02-23,18.3.1
5,"","good",2026-02-23,Unknown
5,"","good app",2026-02-23,18.3.1
5,"","nice",2026-02-23,18.3.1
5,"","Excellent update !! now SL & Tgt both available at Buy order. Very nice app for Detailed Stock Analysis",2026-02-23,18.4.0
5,"","OWSM to use.....",2026-02-23,18.4.0
5,"","good application",2026-02-23,18.3.1
5,"","Very good and convenient app",2026-02-23,18.3.1
5,"","Good",2026-02-23,18.2.1
4,"","app is very good, please add option to change the expiry date in scalper mode.",2026-02-23,Unknown
5,"","👍👍👍",2026-02-23,18.3.1
3,"","nice 👍",2026-02-23,18.3.1
5,"","The Best.",2026-02-23,18.2.1
5,"","User friendly",2026-02-23,18.3.1
5,"","Good Sarvice from Groww app",2026-02-23,18.3.1
5,"","ok bahut acha",2026-02-23,18.3.1
5,"","It's a good app for traders",2026-02-23,18.3.1
1,"","groww shared my mobile number to give tips giving cheap institutes for extra money",2026-02-23,Unknown
5,"","👍 good",2026-02-23,Unknown
5,"","tha nice app",2026-02-23,18.1.1
5,"","best option & share buy sell esliye quick onder please time update",2026-02-23,18.3.1
1,"","worst app whenever you take some trades it will suck your all capital...why..groww...traders are treated as fools by groww...hell with such faulty app",2026-02-23,18.3.1
4,"","good",2026-02-23,18.3.1
5,"","good",2026-02-23,18.3.1
5,"","nice 👍🙂",2026-02-23,18.3.1
5,"","best app",2026-02-23,18.1.1
5,"","Nice, keep it up and keep it simple,,best in compared to other stock apps",2026-02-23,18.3.1
5,"","Brokerage fees are too high. please consider it, and make it reasonable.Please start SWP option on app.",2026-02-23,18.4.0
5,"","superb",2026-02-23,Unknown
5,"","very good",2026-02-23,18.4.0
5,"","good and easy to operate",2026-02-23,18.3.1
5,"","ok",2026-02-23,18.3.1
1,"","this is the spam website",2026-02-23,Unknown
4,"","nice and smooth app with good interface.",2026-02-23,Unknown
5,"","very helpful to grow",2026-02-23,18.3.1
3,"","the problem is with the intraday trading and nse and bse units it taking to much time for a withdrawal",2026-02-23,18.1.1
5,"","good easy",2026-02-23,18.3.1
5,"","it is interesting and fully doubted that whenever (precisely every time) I book the profit on reflecting the amount/share price, I never got the same. unspecified profit and loss always book in favour of GROWW.",2026-02-23,18.4.0
5,"","nice good luck",2026-02-23,18.1.1
5,"","good features",2026-02-23,17.87
5,"","❤️",2026-02-23,18.3.1
5,"","Love the experience But can u introduce in edit short with date of investment it can be helpful in knowing the actual growth of mutual fund",2026-02-23,18.2.1
5,"","good",2026-02-23,18.2.1
5,"","good",2026-02-23,18.1.1
5,"","very nice this application",2026-02-23,Unknown
5,"","best option of savings",2026-02-23,18.3.1
5,"","𝗡𝗶𝗰𝗲.",2026-02-23,18.3.1
5,"","very nice experience",2026-02-23,16.95
5,"","Good job",2026-02-23,18.1.1
5,"","good",2026-02-23,18.1.1
5,"","amazing aap",2026-02-23,18.3.1
5,"","very user free",2026-02-23,18.3.1
4,"","we should invest with the Groww app. This app is trustworthy.",2026-02-23,18.3.1
5,"","Very nice application",2026-02-23,18.3.1
5,"","Nice App",2026-02-23,18.3.1
5,"","good",2026-02-23,18.3.1
5,"","good",2026-02-23,18.3.1
4,"","Great job 👍",2026-02-23,18.2.1
5,"","good 🥰",2026-02-23,18.4.0
5,"","vrey good experience with Groww",2026-02-23,18.3.1
5,"","good",2026-02-23,18.2.1
5,"","good",2026-02-23,18.3.1
5,"","good",2026-02-23,18.2.1
5,"","nice",2026-02-23,18.2.1
5,"","ok",2026-02-23,18.3.1
5,"","it's a very good application",2026-02-23,18.2.1
1,"","this app charges are very high . never open account with grow. ye app trader ko kha jata hai. aap kabhi ismein pesa nahi bana sakte",2026-02-23,16.45
5,"","good",2026-02-23,18.3.1
5,"","best app",2026-02-23,18.3.1
1,"","on of the worst trading app.. don't go with numbers.. worst app h ye..and long term investment k liye aur b worst.... redeem krte waqt ye apko itta ghumainge....! go for better options",2026-02-23,18.3.1
5,"","good app",2026-02-23,Unknown
5,"","excellent app. but please add Stop loss option for mtf share also....",2026-02-23,18.3.1
1,"","exlant",2026-02-23,18.2.1
5,"","best",2026-02-23,18.3.1
1,"","grow or market mila huya he....sab scam chal raha hai.... don't you use grow...",2026-02-23,18.3.1
5,"","best app for life changer",2026-02-23,18.3.1
5,"","sabse best hain grow 👌🥰",2026-02-23,18.1.1
4,"","good",2026-02-23,18.3.1
5,"","it's very helpful app, I Recvested all of you please download this app",2026-02-23,18.2.1
5,"","notification is out standings & handle easy",2026-02-23,18.2.1
5,"","good 👍👍",2026-02-23,18.0.0
5,"","any suggestions for current market status which is best",2026-02-23,18.0.0
5,"","good 👍",2026-02-23,18.3.1
5,"","खुप छान आहे Groww संपूर्ण माहिती आहे ह्यात",2026-02-23,18.3.1
5,"","very good",2026-02-23,18.3.1
5,"","great",2026-02-23,18.3.1
4,"","nice",2026-02-23,18.3.1
5,"","wanderful app",2026-02-23,18.0.0
5,"","good",2026-02-23,18.3.1
1,"","we're just tax paying on this grow app.. lol there's not profit only paying just taxes, gst, cst, etc...",2026-02-23,Unknown
5,"","best",2026-02-23,Unknown
5,"","ac hai",2026-02-23,18.3.1
2,"","good",2026-02-23,Unknown
5,"","Nice game",2026-02-23,18.3.1
5,"","nic natural ✨",2026-02-23,18.3.1
5,"","very good",2026-02-23,18.1.1
3,"","good",2026-02-23,18.3.1
3,"","Aw ~a21",2026-02-23,18.3.1
5,"","good very good aap ji",2026-02-23,18.3.1
5,"","good 👍",2026-02-23,Unknown
5,"","good 👍",2026-02-23,18.3.1
5,"","good 💯",2026-02-23,18.2.1
5,"","superb app",2026-02-23,18.2.1
5,"","good",2026-02-23,18.3.1
2,"","thank you",2026-02-23,Unknown
5,"","very very safe and secure app I like it",2026-02-23,18.3.1
5,"","best app for trading ❤️😊",2026-02-23,18.3.1
4,"","👍",2026-02-23,18.3.1
5,"","Good in service, trusted for future investment",2026-02-23,18.3.1
4,"","like this app, but the recent update has messed it up. The option to go to the stock page from holdings is not working properly. Please rectify it.",2026-02-23,18.3.1
5,"","user friendly.",2026-02-23,18.3.1
5,"","good platform",2026-02-23,18.2.1
4,"","good",2026-02-23,18.1.1
5,"","good",2026-02-23,18.2.1
4,"","good applicatio investment in india",2026-02-23,18.3.1
1,"","good",2026-02-23,18.3.1
5,"","good",2026-02-23,18.3.1
5,"","good",2026-02-23,18.3.1
5,"","good",2026-02-23,18.2.1
5,"","nice",2026-02-23,18.2.1
5,"","Super se upar",2026-02-23,18.2.1
5,"","Thik hi h",2026-02-23,18.3.1
5,"","good 👍",2026-02-23,18.3.1
5,"","good",2026-02-23,18.1.1
5,"","User friendly application to check out and invest in various financial assets.",2026-02-23,18.3.1
5,"","it's very nice",2026-02-23,18.2.1
5,"","it was amazing",2026-02-23,18.3.1
5,"","great app",2026-02-23,18.2.1
5,"","I become rich",2026-02-23,Unknown
1,"","pathetic not trust worthy I had started sip and it was deducted from the account every month but the transaction are getting reverse every month without notifying to me. The challenge was there were 2 transactions with same amount for sip and it takes 4 months for me to identify but groww didn't update me ever.",2026-02-23,18.3.1
5,"","Nice",2026-02-23,18.3.1
5,"","v good",2026-02-23,18.3.1
5,"","nice app",2026-02-23,18.3.1
3,"","it's ok",2026-02-23,18.3.1
5,"","👍👍👌 जबरदस्त",2026-02-23,18.1.1
5,"","nice",2026-02-23,18.1.1
5,"","good 😊",2026-02-23,Unknown
5,"","good 👍",2026-02-23,18.3.1
5,"","Nice 👍",2026-02-23,18.3.1
5,"","nice user interface.... easy to use",2026-02-23,18.3.1
5,"","good",2026-02-23,18.3.1
5,"","very useful financial apps",2026-02-23,18.3.1
5,"","good",2026-02-23,18.3.1
5,"","good service 👍",2026-02-23,18.1.1
5,"","good",2026-02-23,18.3.1
5,"","good 👍",2026-02-23,18.2.1
5,"","good 👍",2026-02-23,18.3.1
5,"","excellent",2026-02-23,18.3.1
5,"","👍 good application 💯",2026-02-23,18.3.1
5,"","very easy to use.",2026-02-23,18.2.1
5,"","good",2026-02-23,18.1.1
5,"","good very",2026-02-23,18.3.1
5,"","ok",2026-02-23,18.3.1
4,"","easy use",2026-02-23,18.2.1
1,"","zerodha better charging money for brokerage while buying also and selling also bad aap money hungry app.",2026-02-23,Unknown
5,"","good sarves good sarves good sarves",2026-02-23,18.3.1
5,"","nice",2026-02-23,18.3.1
5,"","amazing experience.",2026-02-23,18.3.1
5,"","good",2026-02-23,18.3.1
1,"","Groww Broker Chareges is Heavy. Fallo like M Stock",2026-02-23,18.4.0
5,"","excellent aap ..fast instant in every aspect",2026-02-23,18.3.1
